name,address,url,datetime,rating,text
Узбечка,"Саратов, улица им. Чапаева В.И., 93",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001017549485,2025-02-08 12:19:25,5,"Ресторан Узбечка — это отличное место для тех, кто хочет попробовать настоящую узбекскую кухню! Мы с друзьями недавно были здесь, и остались в полном восторге. Лагман просто потрясающий, а плов — сытный и вкусный, как в Узбекистане. Особо запомнился манты, они такие нежные и сытные.Интерьер уютный и атмосферный, чувствуется восточный колорит, который создаёт особое настроение. Обслуживание очень внимательное, официанты всегда рядом, но не навязчивые.Единственное, в выходные бывают очереди, так что лучше бронировать столик заранее. В целом, если хочется настоящих узбекских блюд — это место точно стоит посетить!"
Узбечка,"Саратов, улица им. Чапаева В.И., 93",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001017549485,2024-04-17 19:54:50,4,"Хорошее меню. Шашлык достоиный, но не самый лучший, сами понимаете. Внуки довольные ушли. Так что приходите."
Узбечка,"Саратов, улица им. Чапаева В.И., 93",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001017549485,2023-12-26 11:24:07,5,"Достойная кухня, подача вовремя и все очень всегда вкусное. Я любитель сюда ходить в обед, разнообразное меню."
Узбечка,"Саратов, улица им. Чапаева В.И., 93",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001017549485,2023-10-12 14:48:06,4,"Люблю ваше заведение, вкусно готовите, быстро обслуживаете. Атмосфера всегда тут благоприятная. 🔥🔥🔥 Спасибо)"
Узбечка,"Саратов, улица им. Чапаева В.И., 93",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001017549485,2022-11-24 11:11:53,5,"Приятное заведение с вкусной кухней и отличной атмосферой, точно придем еще, потмоу что нам понравилось. По напиткам и еде хороший выбор)"
Perk,"Саратов, Вольская улица, 63/69",https://saratov.flamp.ru/firm/perk_kafe-6052240280430561,2025-09-19 12:52:44,5,"Место атмосферное: приглушенный свет, стильный интерьер, удобные диваны. Идеально для неспешных встреч или работы за ноутбуком."
Perk,"Саратов, Вольская улица, 63/69",https://saratov.flamp.ru/firm/perk_kafe-6052240280430561,2025-03-11 12:49:08,5,"Захаживала не раз, знаю, что ассортимент блюд большой. Меня все устраивает в этом заведении. Рекомендую."
Perk,"Саратов, Вольская улица, 63/69",https://saratov.flamp.ru/firm/perk_kafe-6052240280430561,2024-12-06 12:35:45,4,"Не самая сильная сторона в обслуживании, официанты не так приветливы, как я уже привык в других кафе. Но кухня на высоте, большой выбор блюд и напитков, все вкусно."
Perk,"Саратов, Вольская улица, 63/69",https://saratov.flamp.ru/firm/perk_kafe-6052240280430561,2024-09-26 11:22:33,5,"Очень комфортное атмосферное место, обслуживание отличное, вежливый персонал. Готовят очень вкусно, мы были вдвоем нам понравилось все что заказывали"
Perk,"Саратов, Вольская улица, 63/69",https://saratov.flamp.ru/firm/perk_kafe-6052240280430561,2024-08-26 08:11:17,5,"Заходила как-то туда, очень приятная атмосфера, рада была провести время с друзьями в данном заведении."
Вишнёвая гора,"Саратов, 2-й Аптечный проезд, 11",https://saratov.flamp.ru/firm/vishnjovaya_gora_gostinichno_razvlekatelnyjj_kompleks-6052240280263884,2024-07-18 08:21:21,5,Очень нравится там отдыхать! в караоке. И потанцевал и бабу снял и поел и напился! Очень крутое место. Приду к вам еще!
Вишнёвая гора,"Саратов, 2-й Аптечный проезд, 11",https://saratov.flamp.ru/firm/vishnjovaya_gora_gostinichno_razvlekatelnyjj_kompleks-6052240280263884,2023-04-11 07:46:40,5,Отличное место на холме с отличным видом. Тут можно и в боулинг поиграть и в баньку сходить и покушать и попить ))
Вишнёвая гора,"Саратов, 2-й Аптечный проезд, 11",https://saratov.flamp.ru/firm/vishnjovaya_gora_gostinichno_razvlekatelnyjj_kompleks-6052240280263884,2023-03-22 22:23:22,5,Добрый вечер. Периодически приезжаем сюда с друзьями играть в боулинг и попить пивка. Приятная атмосфера.
Вишнёвая гора,"Саратов, 2-й Аптечный проезд, 11",https://saratov.flamp.ru/firm/vishnjovaya_gora_gostinichno_razvlekatelnyjj_kompleks-6052240280263884,2021-06-09 13:31:21,5,"Были в Саратове проездом.Очень большой и чистый номер, по привлекательной цене. Хороший ресторан. Кроме того в стоимость номера включено посещение бассейна. Есть детская площадка, парковка"
Вишнёвая гора,"Саратов, 2-й Аптечный проезд, 11",https://saratov.flamp.ru/firm/vishnjovaya_gora_gostinichno_razvlekatelnyjj_kompleks-6052240280263884,2020-08-27 07:15:57,5,"Добрый день! Остановился в данном отеле чисто случайно. Ни каких рекомендаций или рекламы не видел. Просто случайно нашёл. Место очень понравилось. Персонал внимательный и отзывчивый. Рядом на территории можно поужинать на свежем воздухе, любуясь видом, хоть не больших но гор ))).  Номера очень чистые и большие. Убираются каждый день, что тоже на мой взгляд не мало важно. Завтрак шведский стол и все очень вкусно. Так же вечером можно сходить погреться в баньке и поплавать в бассейне. Обязательно заеду снова."
Осьминог,"Саратов, улица им. Чапаева В.И., 58",https://saratov.flamp.ru/firm/osminog_restoran-70000001057789275,2025-09-19 12:56:48,5,"Современное пространство с мягким светом, стильным интерьером и ненавязчивой музыкой. Идеально и для романтического ужина, и для деловой встречи."
Осьминог,"Саратов, улица им. Чапаева В.И., 58",https://saratov.flamp.ru/firm/osminog_restoran-70000001057789275,2025-05-05 13:57:17,5,"Это место просто топ! Роллы огонь, рыба свежая, подача как у мишленов! Атмосфера супер, для романтичных ужинов самое то! Персонал профессиональный, быстро обслужили. Будем обязательно возвращаться!😎"
Осьминог,"Саратов, улица им. Чапаева В.И., 58",https://saratov.flamp.ru/firm/osminog_restoran-70000001057789275,2025-04-17 11:46:18,5,"Выбирал место для встречи с партнерами, решил попробовать этот ресторан. Уютная обстановка, ненавязчивая музыка, доброжелательный, профессиональный персонал. Прекрасный выбор блюд, особенно порадовало меню с морепродуктами. Здесь действительно можно провести деловую встречу в комфортной обстановке. Буду рекомендовать коллегам"
Осьминог,"Саратов, улица им. Чапаева В.И., 58",https://saratov.flamp.ru/firm/osminog_restoran-70000001057789275,2025-03-26 11:53:58,5,"Были с коллегами на ужине, 8 человек. Всё принесли быстро, без путаницы. Кухня на высоте, особенно понравилась паста с морепродуктами, в меру острая и очень насыщенная. Идеально после тяжелого рабочего дня"
Осьминог,"Саратов, улица им. Чапаева В.И., 58",https://saratov.flamp.ru/firm/osminog_restoran-70000001057789275,2025-02-08 12:20:04,5,"Осьминог — отличное место для любителей морепродуктов! Атмосфера уютная, ресторан просторный и с приятным дизайном. Обслуживание на высоте — официанты дружелюбные и всегда готовы подсказать с выбором блюд.Особенно рекомендую попробовать осьминога (как и следует из названия!) — готовят его идеально, нежный и с отличным вкусом, без излишков масла. Также понравились морские коктейли и свежие устрицы.Цены, конечно, не самые дешёвые, но качество того стоит. Единственное — в выходные лучше бронировать столик заранее, место популярное. В целом — если хочется насладиться морепродуктами, это идеальный выбор!"
Harat`s,"Саратов, Большая Садовая улица, 239",https://saratov.flamp.ru/firm/harat_s_irlandskijj_pab_g_saratov-6052241280719237,2025-05-29 10:57:11,5,"Место зачетное) Отдыхали в субботу, классно посидели. Атмосфера драйвовая у вас, не скучно! Напитки и закуски вкусные"
Harat`s,"Саратов, Большая Садовая улица, 239",https://saratov.flamp.ru/firm/harat_s_irlandskijj_pab_g_saratov-6052241280719237,2025-01-30 08:23:39,5,"Очень комфортное атмосферное место, обслуживание отличное, вежливый персонал. Готовят очень вкусно, мы были вдвоем нам понравилось все что заказывали"
Harat`s,"Саратов, Большая Садовая улица, 239",https://saratov.flamp.ru/firm/harat_s_irlandskijj_pab_g_saratov-6052241280719237,2024-09-26 11:22:45,5,"Прекрасно поужинали в этом заведение! Чек не удивил, а еда удивила в лучшую сторону! Спасибо за проведенное время!"
Harat`s,"Саратов, Большая Садовая улица, 239",https://saratov.flamp.ru/firm/harat_s_irlandskijj_pab_g_saratov-6052241280719237,2024-08-26 08:10:53,5,"Недавно тут обедал, заказывал стейк и том-ям. Очень понравилось! И приятный интерьер и персонал добрый"
Harat`s,"Саратов, Большая Садовая улица, 239",https://saratov.flamp.ru/firm/harat_s_irlandskijj_pab_g_saratov-6052241280719237,2024-05-29 09:41:14,5,"Захаживала не раз, знаю, что ассортимент блюд большой. Меня все устраивает в этом заведении. Рекомендую."
Додо Пицца,"Саратов, Московская улица, 122/126",https://saratov.flamp.ru/firm/dodo_picca_set_piccerijj-70000001034789162,2025-09-08 10:28:19,5,"Пока что одна из самых лучших доставок пиццы. Курьер приезжает быстрее, чем я успеваю сильно проголодаться. Сама пицца тоже на высоте."
Додо Пицца,"Саратов, Московская улица, 122/126",https://saratov.flamp.ru/firm/dodo_picca_set_piccerijj-70000001034789162,2024-01-15 13:14:03,4,"Мне не очень понравилась пицца, суховатая, начинки правда норм положили. но с соусом бы было вкуснее. Могли бы предложить его) Доставили быстро, за это прям спасибо"
Додо Пицца,"Саратов, Московская улица, 122/126",https://saratov.flamp.ru/firm/dodo_picca_set_piccerijj-70000001034789162,2023-12-20 12:19:35,5,"Неизменно высокое качество, пицца вкусная всегда, сколько раз брали! Что тут скажешь, это все-такие бренд!"
Додо Пицца,"Саратов, Московская улица, 122/126",https://saratov.flamp.ru/firm/dodo_picca_set_piccerijj-70000001034789162,2023-10-25 10:59:16,4,"Пицца нравится, стабильная так скажем )) всегда знаешь что примерно ожидать, к доставке тоже без претензий, все вовремя"
Додо Пицца,"Саратов, Московская улица, 122/126",https://saratov.flamp.ru/firm/dodo_picca_set_piccerijj-70000001034789162,2022-10-31 07:44:20,1,Отвратительное место весь пешеходный  тротуар заставлен машинами доставки перед заведением. Готовят очень долго не стали ждать ушли.
Тары-Бары,"Саратов, улица им. Чапаева В.И., 64",https://saratov.flamp.ru/firm/tary_bary_restoran_russkojj_kukhni-6052240280264809,2025-05-06 20:56:01,5,"Периодически посещаем это заведение. Не стыдно никогда привести гостей города именно сюда- цены приемлимые, а вкусно как….."
Тары-Бары,"Саратов, улица им. Чапаева В.И., 64",https://saratov.flamp.ru/firm/tary_bary_restoran_russkojj_kukhni-6052240280264809,2025-03-11 12:54:10,5,"Прекрасно поужинали в этом заведение! Чек не удивил, а еда удивила в лучшую сторону! Спасибо за проведенное время!"
Тары-Бары,"Саратов, улица им. Чапаева В.И., 64",https://saratov.flamp.ru/firm/tary_bary_restoran_russkojj_kukhni-6052240280264809,2025-02-08 12:15:06,5,"Заходили в Тары-Бары в Саратове с друзьями, остались довольны! Атмосфера уютная, приятный интерьер, есть ощущение, что здесь можно расслабиться и спокойно посидеть. Еда вкусная, порции хорошие, особенно понравились мясные блюда – сочные, хорошо приготовленные.Обслуживание вежливое, официанты внимательные, но без лишней навязчивости. Единственный момент – в выходные бывает многолюдно, лучше бронировать столик заранее. В целом место оставило положительное впечатление, думаю, вернёмся ещё!"
Тары-Бары,"Саратов, улица им. Чапаева В.И., 64",https://saratov.flamp.ru/firm/tary_bary_restoran_russkojj_kukhni-6052240280264809,2024-08-26 08:11:04,5,"Стейк тут - отдельное искусство. Мясо очень вкусное, сочное! Обслуживание на высоте, сотрудники вежливые!"
Тары-Бары,"Саратов, улица им. Чапаева В.И., 64",https://saratov.flamp.ru/firm/tary_bary_restoran_russkojj_kukhni-6052240280264809,2024-04-09 13:01:02,5,"Очень комфортное атмосферное место, обслуживание отличное, вежливый персонал. Готовят очень вкусно, мы были вдвоем нам понравилось все что заказывали"
Subway,"Саратов, Рабочая улица, 41/43",https://saratov.flamp.ru/firm/subway-6052240280264443,2016-08-12 11:19:57,5,"Сижу сейчас тут.хотел сфотографировать саб дня,который я себе купил,но он был такой вкусный,что вы его уже не увидите)).Всё нравится,недалеко от работы,поэтому иногда сюда заглядываю.Отличная замена шаурме!за 155 рублей вы получаете саб дня+напиток(кофе/чай или пепси 0,4)"
Subway,"Саратов, Рабочая улица, 41/43",https://saratov.flamp.ru/firm/subway-6052240280264443,2016-07-12 14:44:42,5,"Очень понравилось это заведение. Большой выбор начинки, на любой вкус. Сам можешь выбрать, что окажется в твоем бутере))) Очень понравились ржаные булочки, которые готовятся, кстати, в самом кафе. Все продукты лежат на открытой витрине. Персонал отзывчивый и помогает определиться в этом разнообразии.Здорово, что можно каждый день собирать себе новый вкус по настроению)))"
Subway,"Саратов, Рабочая улица, 41/43",https://saratov.flamp.ru/firm/subway-6052240280264443,2016-06-27 17:02:14,5,"Сегодня очень вкусно и быстро перекусил там. По акции колу 0,4 сделали за 10 руб. Потратил на бутерброд с курицей и сыром и овощами и колу 150 рублей. Очень приятное обслуживание. Прям очень доволен. Если честно до этого не любил сабвей, а теперь думаю периодически буду заглядывать к ним."
Subway,"Саратов, Рабочая улица, 41/43",https://saratov.flamp.ru/firm/subway-6052240280264443,2015-12-07 18:33:11,4,"Свежая и вкусная еда - да.Цена - пугает немного.Ходил бы чаще, будь там дешевле, а так жаба душит - такие бутеры сам дома делаю"
Subway,"Саратов, Рабочая улица, 41/43",https://saratov.flamp.ru/firm/subway-6052240280264443,2015-09-12 10:27:11,5,"Сколько гамбургеров там было съедено) А потом еще подруга там работала, лично общался с организаторами бизнеса. Они реально работают честно) Закупают хорошие продукты, поэтому муху в соусе вы не найдете. Молодцы! Развивайтесь, размножайтесь)))"
Азиатский Стиль,"Саратов, Набережная Космонавтов, 6",https://saratov.flamp.ru/firm/va_food-6052240280264820,2025-09-10 10:10:12,5,"Как большой любитель морепродуктов могу смело утверждать - устрицы тут самые лучшие в городе. Свежие, не заморозка. Подаются с лимонными дольками на красивой большой посуде. Цена не такая и большая, как может показаться. Рекомендую."
Азиатский Стиль,"Саратов, Набережная Космонавтов, 6",https://saratov.flamp.ru/firm/va_food-6052240280264820,2025-09-04 08:42:12,5,"Очень люблю АС, в этот раз нужно было придумать, где собраться с друзьями, поэтому решила пригласить их именно сюда. Забронировала столик заранее, поэтому когда пришли, никаких проблем с расположением не было. Меню разнообразное, поэтому каждый нашел то, что было по душе. Если вы были в такой же ситуации и встали перед выбором, куда можно пойти с друзьями, то рекомендую Азиатский стиль :)"
Азиатский Стиль,"Саратов, Набережная Космонавтов, 6",https://saratov.flamp.ru/firm/va_food-6052240280264820,2025-08-13 13:16:58,5,"Были здесь в первый раз. Ресторан очень понравился: персонал ненавязчивый, но если понадобится, то долго звать не приходится, еда вкусная, порции большие. Понравилось то, как чисто и атмосферно в зале, интерьер очень стильный. Из блюд особенно впечатлили унаги сашими и теплый ролл с тунцом (сочетание авокадо и сливочного сыра оставило приятное послевкусие). Придраться абсолютно не к чему, 5 звезд."
Азиатский Стиль,"Саратов, Набережная Космонавтов, 6",https://saratov.flamp.ru/firm/va_food-6052240280264820,2025-07-25 13:24:41,5,"Получила сегодня в подарок бокал шампанского - отличное начало пятницы! Спасибо, подняли настроение и вкусно накормили, бенедикт обалденный!👍"
Азиатский Стиль,"Саратов, Набережная Космонавтов, 6",https://saratov.flamp.ru/firm/va_food-6052240280264820,2025-07-23 13:20:24,5,"Радует,  что  теперь  можно заказать завтраки в любое время .  Омлет и сырники люблю  больше  всего!"
Love Суши,"Саратов, им. Горького А.М. улица, 39",https://saratov.flamp.ru/firm/va_food-70000001046089255,2025-10-09 07:10:13,5,"Совсем недавно открыла для себя эту доставку когда заказывала обед в офис. Что особенно порадовало, так это размер роллов. Сейчас многие делают их довольно скромными, а здесь некоторые даже в рот еле пролазят) Ели с огромным удовольствием! Теперь вы наша самая любимая доставка))"
Love Суши,"Саратов, им. Горького А.М. улица, 39",https://saratov.flamp.ru/firm/va_food-70000001046089255,2025-09-24 11:51:48,5,"Живу недалеко, заказываю на вынос. Ни разу не задержали с готовностью заказа. Запеченный набор Годжи заказываем чаще всего + к нему несколько классических роллов. Качество на высоте, нигде больше не заказываем, это о многом говорит"
Love Суши,"Саратов, им. Горького А.М. улица, 39",https://saratov.flamp.ru/firm/va_food-70000001046089255,2025-09-08 10:34:11,5,"На работе с коллегами частенько заказываем у вас сеты. Вкусные роллы, по размеру нормальные, морепродукты свежие. Доставка всегда к указанному времени"
Love Суши,"Саратов, им. Горького А.М. улица, 39",https://saratov.flamp.ru/firm/va_food-70000001046089255,2025-09-01 10:32:11,5,"Мой самый любимый сет здесь это годжи, на все праздники берём именно его. К сету еще берем моти, классный праздничный обед тогда получается."
Love Суши,"Саратов, им. Горького А.М. улица, 39",https://saratov.flamp.ru/firm/va_food-70000001046089255,2025-08-11 13:20:21,5,"Том ям тут легендарный, уже всем друзьям про него рассказал, все попробовали. Идеальное сочетание остроты, кислоты и сладости, креветок и кальмаров не жалеют, кладут много. Я к нему еще люблю брать “Бали”, тогда вообще сочетание улёт получается🤩🤩"
Кофе и шоколад,"Саратов, им. Радищева А.Н. улица, 25",https://saratov.flamp.ru/firm/kofe_i_shokolad_kafe-6052240280261699,2024-04-06 10:54:58,5,"Уютно, вкусно, классно. Что еще нужно для хорошего кафе) Молодцы, так держать! Рекомендую всем данное кафе!"
Кофе и шоколад,"Саратов, им. Радищева А.Н. улица, 25",https://saratov.flamp.ru/firm/kofe_i_shokolad_kafe-6052240280261699,2024-01-25 08:43:29,4,"Уютненько тут, кофе вкусный варят, еще и вкусняшек много, каждый найдет по вкусу что то. Мне все нравится, атмосфера особенно"
Кофе и шоколад,"Саратов, им. Радищева А.Н. улица, 25",https://saratov.flamp.ru/firm/kofe_i_shokolad_kafe-6052240280261699,2023-07-28 13:02:06,5,"Классная кофейня, очень нравится как тут делают кофе и вкусняшки, всегда довольна посещением остаюсь, и заряжаюсь позитивом на весь день"
Кофе и шоколад,"Саратов, им. Радищева А.Н. улица, 25",https://saratov.flamp.ru/firm/kofe_i_shokolad_kafe-6052240280261699,2023-06-30 12:23:37,4,"Уютненько в кафе, захожу сюда попить кофе с каким ни будь десертом. Обслуживание достойное, персонал приветливый. Обожаю бельгийские вафли ваши, они восхитительные."
Кофе и шоколад,"Саратов, им. Радищева А.Н. улица, 25",https://saratov.flamp.ru/firm/kofe_i_shokolad_kafe-6052240280261699,2023-06-07 07:46:39,4,"Заходила попить кофе с утра, обслужили быстро, персонал доброжелательный, в общем я довольна от посещения."
Узбечка,"Саратов, Соколовая улица, 10/16",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001024877833,2025-02-08 12:31:56,5,"Ресторан Узбечка — отличное место для любителей узбекской кухни! Интерьер в восточном стиле, атмосферно и уютно. Обслуживание быстрое и вежливое, официанты всегда готовы помочь с выбором.Блюда просто шикарные! Особенно вкусный плов — сытный и ароматный, манты очень нежные, а лагман просто восхитительный. Для любителей острых блюд — есть отличные варианты с приправами и специями.Цены, в принципе, нормальные для такого уровня ресторана. Единственный минус — в выходные дни довольно многолюдно, так что лучше бронировать столик заранее. Но в целом, отличное место, чтобы насладиться вкусной и аутентичной едой."
Узбечка,"Саратов, Соколовая улица, 10/16",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001024877833,2024-02-28 09:39:47,4,"Узбечка нам понравилась, блюда все быстро вынесли, заказывали еще кальян, отличный вкус, спасибо. Придем еще к вам."
Узбечка,"Саратов, Соколовая улица, 10/16",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001024877833,2024-02-21 12:42:54,5,"Спасибо большое за достойное обслуживание, вкусно так пообедали в узбечке, сытно, еще придем обязательно. 🥰🥰🥰"
Узбечка,"Саратов, Соколовая улица, 10/16",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001024877833,2021-11-10 19:14:10,5,"Очень вкусный шашлык, наше любимое блюдо на компанию. А вообще здесь вкусное меню, много еуже попробовали и довольны)"
Узбечка,"Саратов, Соколовая улица, 10/16",https://saratov.flamp.ru/firm/uzbechka_restoran-70000001024877833,2021-07-19 11:51:20,5,"Очень приятное заведение, были совсем недавно с друзьями. Кухня понравилась, блюда подаются быстро и порционно, официанты очень вежливы и оперативно уносят посуду. Кальянщик тоже порадовал, угли меняет с разумной периодичностью. Есть детская комната, наши малыши с нами практически не сидели, играли постоянно, а потом даже не хотели уходить. По стоимости, вполне приемлемо, конечно не бюджетно, но надо понимать, не в столовую пришел студенческую. В общем, остались довольны!"
Веранда,"Саратов, Мичурина улица, 133",https://saratov.flamp.ru/firm/veranda_restoran_italyanskojj_kukhni-6052240280724844,2024-09-04 13:50:14,5,"Был у вас уже не в первый раз, и часто брал пасту, но сегодня решил попробовать пиццу. С выбором не прогадал, сыр в пицце просто таял!! Видели бы вы моё лицо, когда официант сказал что этот чудо-сыр - вашего личного производства!!"
Веранда,"Саратов, Мичурина улица, 133",https://saratov.flamp.ru/firm/veranda_restoran_italyanskojj_kukhni-6052240280724844,2024-08-27 13:38:28,5,"Пробовал в этот раз у вас соте из морепродуктов, теперь у меня еще одно любимое блюдо в вашем меню ;)"
Веранда,"Саратов, Мичурина улица, 133",https://saratov.flamp.ru/firm/veranda_restoran_italyanskojj_kukhni-6052240280724844,2024-08-07 12:43:53,5,"Провели с супругой здесь вечер. Брали тальятту из говядины, Утиную грудку пару салатов и вино. Принесли блюда быстро, на вкус просто - ВАУ. Приедем обязательно еще!"
Веранда,"Саратов, Мичурина улица, 133",https://saratov.flamp.ru/firm/veranda_restoran_italyanskojj_kukhni-6052240280724844,2024-07-30 12:49:09,5,"Мы гости вашего города. Ресторан нам посоветовали. Все очень здорово, еда на 5 баллов, обслуживание на 5 баллов. Особенно хочется отметить ароматную пиццу из дровяной печи, просто волшебно. Если приедем еще в Саратов, обязательно заглянем! 😉"
Веранда,"Саратов, Мичурина улица, 133",https://saratov.flamp.ru/firm/veranda_restoran_italyanskojj_kukhni-6052240280724844,2024-07-08 08:44:24,5,"Для меня было целым открытием, что у вас сыры собственного приготовления) С удовольствием попробовала в ресторане и взяла домой несколько видов)"
Гранд-Мишель,"Саратов, проспект им. Петра Столыпина, 22",https://saratov.flamp.ru/firm/grand_mishel_razvlekatelnyjj_kompleks-6052240280261387,2023-04-05 08:38:06,5,Недавно ходили с друзьями в боулинг. Взяли несколько дорожек. Отдохнули на славу. Придем ещё однозначно
Гранд-Мишель,"Саратов, проспект им. Петра Столыпина, 22",https://saratov.flamp.ru/firm/grand_mishel_razvlekatelnyjj_kompleks-6052240280261387,2022-02-25 15:27:38,4,"Место отличное, были недавно с друзьями в боулинге, очень понравилось! Дорожки с детскими режимами, все аккуратно и беспроблемно функционирует. По стоимости, весьма приемлемо, ну, примерно как и везде по Саратову. Из минусов - это персонал (не весь, в основном очень культурные, тактичные люди), а вот администратор (к сожалению имени не вспомню). Ранее планировали отмечать мероприятие и предварительно созвонились и обсудили все моменты, но когда приехали вносить предоплату, то цены уже были значительно выше и условия изменились. По словам администратора, на тот момент был другой персонал и по телефону разговаривали с другим человеком, в общем отказались, нашли другое место для мероприятия."
Гранд-Мишель,"Саратов, проспект им. Петра Столыпина, 22",https://saratov.flamp.ru/firm/grand_mishel_razvlekatelnyjj_kompleks-6052240280261387,2018-01-30 13:36:25,5,"А нам при посещении бильярда было довольно атмосферно))) Подвальное помещение, полумрак и лампы над столом.. и играет джаз))"
Гранд-Мишель,"Саратов, проспект им. Петра Столыпина, 22",https://saratov.flamp.ru/firm/grand_mishel_razvlekatelnyjj_kompleks-6052240280261387,2017-12-05 23:58:43,1,"Плохо и некультурный персонал, охрана вообще невоспитанная и нервная. Персонал без бейджов неизвестно кто."
Гранд-Мишель,"Саратов, проспект им. Петра Столыпина, 22",https://saratov.flamp.ru/firm/grand_mishel_razvlekatelnyjj_kompleks-6052240280261387,2017-11-04 17:14:50,5,"ММММ.... как я люблю это местечко) мило, уютно, красиво, няшно одним словом) обслуга на высшем уровне)"
Такара,"Саратов, Московское шоссе, 7",https://saratov.flamp.ru/firm/takara_sluzhba_dostavki_sushi_rollov_i_piccy-70000001006389897,2023-12-23 23:47:33,5,"На выходных заказывали сет Восторг, обалденное сочетание вкусов😍 ни одного неудачного ролла. Спасибо за вкусный ужин!"
